FMID,Credit,WIC,WICcash,SFMNP,SNAP
1000503,N,Y,N,Y,N
1012598,Y,N,N,N,N
1009233,Y,N,N,N,N
1011375,Y,N,N,Y,Y
1005322,N,N,N,N,N
1007666,N,N,N,N,N
1011402,Y,N,N,N,Y
1005892,N,N,N,N,N
1012090,Y,N,Y,Y,Y
1007475,N,N,N,N,N
1011043,Y,Y,N,Y,Y
1010100,Y,Y,Y,N,Y
1009303,Y,N,N,N,N
1004249,N,N,N,N,N
1008964,Y,Y,Y,N,N
1012716,Y,N,Y,N,N
1008967,Y,Y,Y,N,N
1008969,Y,Y,Y,Y,Y
1006194,N,Y,N,Y,N
1002006,N,N,N,N,N
1004904,N,N,N,N,N
1012559,Y,Y,N,Y,N
1018666,Y,Y,Y,Y,Y
1007007,N,N,N,N,N
1004868,N,N,N,N,N
1008987,Y,Y,Y,Y,Y
1004727,Y,Y,Y,Y,Y
1005591,Y,Y,Y,Y,Y
1004730,Y,Y,Y,Y,Y
1002567,N,N,N,Y,N
1005485,N,Y,N,Y,N
1004214,N,N,N,N,N
1001990,N,N,N,N,N
1001362,Y,N,N,N,N
1010322,Y,N,N,N,N
1010321,Y,N,N,N,N
1007604,N,N,N,N,N
1008380,Y,N,N,N,Y
1005481,Y,N,N,N,N
1002617,Y,Y,Y,Y,Y
1007741,N,N,N,N,N
1010702,Y,N,N,N,N
1009640,Y,N,N,N,Y
1004248,N,Y,Y,Y,Y
1004299,Y,Y,N,Y,N
1004927,Y,N,N,N,N
1002592,N,N,N,N,N
1004862,Y,N,N,Y,N
1003449,N,N,N,N,N
1001342,N,N,N,N,N
1005821,Y,N,N,N,Y
1002026,Y,N,N,N,N
1002113,Y,N,N,N,N
1018262,Y,Y,N,Y,Y
1018263,Y,N,N,N,N
1002174,Y,N,N,Y,N
1010783,Y,N,N,N,N
1001554,N,N,N,N,N
1003599,N,N,N,N,N
1000532,N,N,N,N,N
1001323,N,N,N,N,N
1003689,N,N,Y,Y,Y
1002788,N,N,N,Y,N
1007348,Y,Y,Y,Y,N
1018459,Y,Y,N,N,N
1009017,Y,Y,N,N,N
1008263,Y,Y,N,Y,Y
1003561,Y,N,N,N,N
1002666,Y,Y,N,Y,Y
1002669,Y,Y,N,Y,Y
1003938,N,N,N,N,N
1004192,Y,Y,Y,Y,N
1004193,Y,Y,Y,Y,N
1004194,Y,Y,Y,Y,N
1004482,N,N,N,N,N
1010782,Y,N,N,N,N
1018257,Y,Y,Y,Y,N
1010081,Y,N,Y,Y,Y
1001631,N,N,N,N,N
1004898,N,N,N,N,N
1007349,Y,Y,Y,Y,N
1006887,N,N,N,N,N
1012479,Y,Y,Y,N,Y
1001638,N,N,N,N,N
1000398,Y,Y,Y,Y,N
1001753,N,N,N,N,N
1002969,Y,Y,Y,Y,Y
1010107,Y,N,N,N,N
1002747,N,N,N,N,N
1006890,N,N,N,N,N
1005216,N,Y,N,Y,N
1004233,Y,Y,Y,Y,Y
1000122,N,Y,N,Y,Y
1006182,N,N,N,N,N
1006675,N,N,N,N,N
1002674,Y,N,N,Y,N
1018502,Y,Y,N,Y,Y
1003776,Y,Y,N,Y,Y
1009861,Y,N,Y,Y,Y
1009653,Y,Y,N,Y,N
1006428,Y,Y,N,Y,N
1006429,Y,Y,N,Y,N
1007356,Y,Y,Y,Y,N
1006978,Y,N,N,N,N
1006485,N,N,N,N,N
1011170,Y,N,N,N,Y
1001909,N,Y,N,Y,N
1009034,Y,N,Y,Y,N
1009411,Y,N,N,N,N
1012183,Y,Y,N,Y,Y
1001214,Y,N,N,N,N
1002058,N,Y,N,Y,N
1002837,N,Y,Y,Y,N
1006790,N,N,N,N,N
1007034,N,N,N,N,N
1003627,Y,Y,N,Y,Y
1011690,Y,N,N,N,N
1012548,Y,Y,N,N,Y
1008796,Y,Y,Y,Y,N
1012038,Y,Y,N,N,Y
1018360,Y,N,N,N,Y
1012636,Y,N,N,N,Y
1009037,N,Y,N,N,N
1001172,N,N,N,N,N
1001397,Y,N,N,N,N
1006495,N,N,N,N,N
1002869,N,Y,N,Y,N
1008518,Y,Y,Y,Y,Y
1017959,Y,Y,N,Y,Y
1009677,Y,N,N,N,N
1005101,N,Y,Y,Y,N
1005102,N,Y,Y,Y,N
1007855,N,N,N,N,N
1010438,Y,Y,N,Y,Y
1005326,Y,Y,N,Y,Y
1005325,Y,Y,N,N,Y
1018068,Y,N,N,N,Y
1006963,N,N,N,N,N
1005285,Y,N,N,N,Y
1006275,N,N,N,N,N
1004444,Y,N,N,N,Y
1011930,Y,N,N,N,Y
1006925,Y,Y,N,N,N
1018446,Y,Y,Y,Y,Y
1018443,Y,Y,Y,Y,Y
1000314,Y,Y,N,N,N
1010194,Y,Y,N,Y,N
1003527,N,N,N,N,N
1018359,Y,Y,N,Y,N
1008481,Y,N,N,N,N
1004765,N,N,N,N,N
1003526,N,N,N,N,N
1000437,N,N,N,N,N
1004165,Y,Y,N,Y,Y
1004827,N,N,N,N,N
1016796,Y,N,N,Y,N
1009280,Y,N,N,N,N
1004700,Y,N,N,N,N
1002791,N,N,N,N,N
1018579,Y,Y,Y,Y,N
1018375,Y,N,N,N,N
1006857,Y,Y,N,N,Y
1003292,Y,N,Y,N,N
1005004,Y,Y,Y,Y,Y
1011167,Y,Y,N,N,Y
1018116,Y,Y,N,N,Y
1012654,Y,Y,Y,Y,Y
1011204,Y,N,N,N,N
1003478,N,N,N,N,N
1001447,N,N,N,N,N
1012670,Y,Y,N,Y,Y
1011230,Y,Y,Y,Y,N
1002284,N,N,N,N,N
1004804,Y,Y,N,Y,Y
1017923,Y,N,N,N,N
1017922,Y,N,N,N,N
1002693,N,N,Y,Y,N
1007367,Y,N,N,N,N
1008450,Y,Y,N,N,N
1006651,Y,Y,N,Y,Y
1009038,Y,N,N,N,N
1010092,Y,N,N,N,N
1012028,Y,Y,Y,Y,Y
1010106,Y,Y,N,Y,Y
1006968,N,N,N,N,N
1011610,Y,N,N,N,Y
1006696,N,N,N,N,N
1011740,Y,Y,N,Y,Y
1007100,N,N,N,N,N
1017930,Y,Y,N,Y,Y
1004738,Y,Y,N,Y,N
1004016,N,N,N,N,N
1006021,Y,Y,Y,Y,Y
1008322,Y,N,N,N,N
1000808,Y,N,N,N,N
1006098,N,N,N,N,N
1004415,Y,N,N,Y,N
1000369,N,N,N,N,N
1007563,N,N,N,N,N
1001264,N,N,N,N,N
1002722,Y,N,N,N,N
1007651,N,N,N,N,N
1002263,N,N,N,N,N
1012093,Y,N,Y,Y,N
1012173,Y,Y,N,Y,N
1009997,Y,N,N,N,N
1011489,Y,N,N,N,N
1002636,N,N,N,N,N
1002040,N,N,N,N,N
1003063,Y,N,N,N,N
1000566,N,N,N,N,N
1008997,Y,N,N,N,N
1006912,N,N,N,N,N
1007668,N,N,N,N,N
1007644,N,N,N,N,N
1009464,Y,N,N,N,N
1004317,N,N,N,N,N
1003586,N,N,N,N,N
1011711,Y,N,N,N,N
1003143,Y,N,N,N,N
1002900,N,N,N,N,N
1011460,Y,Y,N,Y,Y
1007358,Y,Y,Y,Y,N
1012399,Y,N,N,N,Y
1007844,N,N,N,N,N
1008276,Y,Y,N,Y,Y
1007210,N,N,N,N,N
1012444,Y,N,N,N,N
1011496,Y,N,N,N,Y
1011215,Y,Y,N,N,Y
1003681,Y,Y,Y,Y,Y
1002643,Y,Y,Y,Y,N
1003975,N,N,N,N,N
1003323,N,N,N,N,N
1008732,Y,Y,Y,Y,N
1002953,N,N,N,N,N
1010163,Y,Y,N,N,N
1009351,Y,N,N,N,N
1006846,Y,N,N,N,Y
1006847,Y,N,N,N,Y
1005295,Y,Y,N,Y,Y
1018146,Y,Y,N,N,N
1000690,Y,N,N,N,Y
1000115,N,N,N,N,N
1008436,N,N,N,N,Y
1012616,Y,Y,Y,Y,Y
1012484,Y,Y,N,Y,Y
1006003,N,N,N,N,N
1003488,Y,N,N,N,Y
1002363,N,N,N,N,N
1007208,N,N,N,N,N
1006849,Y,N,N,N,N
1003361,N,N,N,N,N
1009482,Y,N,N,N,N
1011046,Y,N,N,N,N
1004680,Y,N,N,N,Y
1001940,N,N,N,N,N
2000001,Y,N,N,N,N
1001036,N,N,N,N,N
1004624,N,N,N,N,N
1004625,N,N,N,N,N
1006984,N,N,N,N,N
1005393,N,N,N,N,N
1010090,Y,N,N,N,N
1002359,N,N,N,N,N
1012117,Y,N,N,N,N
1012449,Y,N,N,N,N
1012589,Y,N,N,N,N
1005208,N,Y,Y,Y,N
1006668,N,Y,Y,Y,N
1005931,N,N,N,N,N
1012825,Y,Y,Y,Y,Y
1003576,N,N,N,N,N
1010399,Y,Y,Y,Y,Y
1000352,N,N,N,N,N
1003483,N,N,N,N,N
1009725,Y,N,N,N,Y
1007167,N,N,N,N,N
1001831,N,N,N,N,Y
1001832,N,N,N,N,Y
1003955,N,N,N,N,N
1000799,Y,Y,Y,Y,N
1011326,Y,N,N,N,N
1004151,N,N,N,N,N
1003440,N,N,N,N,N
1002943,N,N,N,N,N
1010147,Y,Y,Y,Y,Y
1011833,Y,Y,Y,Y,Y
1001583,N,N,N,N,N
1004929,Y,N,N,N,N
1001321,Y,Y,Y,Y,N
1009248,Y,N,N,N,N
1000891,N,N,N,N,N
1004645,Y,N,N,N,N
1002374,N,N,N,N,N
1006246,N,N,N,N,N
1018387,Y,N,Y,Y,Y
1012507,Y,N,N,N,N
1005289,N,N,N,N,N
1001806,Y,N,Y,N,Y
1010786,Y,N,N,N,Y
1010787,Y,N,N,N,Y
1018080,Y,Y,Y,N,N
1007672,N,N,N,N,N
1005983,Y,N,N,N,N
1000798,N,N,N,Y,N
1004779,N,Y,N,Y,N
1002817,N,N,N,N,N
1004593,N,Y,Y,Y,Y
1009987,N,Y,N,N,Y
1002231,Y,N,N,N,N
1006859,N,Y,Y,Y,N
1006941,N,N,N,N,N
1002644,N,N,N,N,N
1018171,Y,Y,Y,Y,Y
1004643,N,N,N,Y,Y
1003099,N,N,N,N,N
1007673,N,N,N,N,N
1012789,Y,Y,N,Y,Y
1003250,N,N,N,N,N
1017995,Y,N,N,N,Y
1018335,Y,Y,Y,Y,Y
1008484,Y,N,N,N,N
1007605,N,N,N,N,N
1005149,Y,N,N,Y,N
1005148,Y,N,N,Y,N
1018015,Y,Y,Y,N,Y
1004271,Y,Y,Y,Y,Y
1000974,N,N,N,N,N
1010687,Y,N,N,N,N
1011689,Y,N,N,N,N
1012019,Y,N,N,N,Y
1003164,N,Y,N,Y,N
1003565,N,N,N,N,N
1004201,Y,N,N,N,N
1005834,Y,Y,Y,Y,Y
1003569,N,N,N,N,N
1000626,Y,N,N,N,N
1003729,N,N,N,N,N
1011537,Y,N,N,N,Y
1010325,Y,N,Y,N,Y
1012273,Y,N,N,N,N
1004684,N,N,N,N,N
1006635,Y,N,N,Y,Y
1006231,N,N,N,N,N
1004463,Y,N,N,N,N
1009812,N,N,N,N,N
1007606,N,N,N,N,N
1002601,Y,Y,N,Y,Y
1004754,Y,N,Y,N,Y
1009894,Y,Y,N,Y,Y
1000247,N,Y,N,N,N
1011319,Y,Y,Y,Y,Y
1006834,Y,N,N,Y,N
1005110,Y,Y,N,Y,Y
1001432,N,N,N,Y,N
1007269,N,N,N,N,N
1012393,Y,N,N,Y,N
1005556,N,N,N,N,N
1002353,Y,N,N,N,Y
1008241,N,N,N,Y,N
1011055,Y,N,N,N,N
1005243,Y,Y,N,Y,Y
1006636,Y,Y,N,Y,Y
1010252,Y,N,N,Y,Y
1005700,N,N,N,N,N
1003676,N,N,N,N,N
1005515,Y,Y,N,N,Y
1002216,N,N,N,N,N
1005339,Y,N,N,N,N
1007674,N,N,N,N,N
1008606,Y,N,N,N,Y
1003022,Y,N,N,N,N
1004611,N,N,N,N,N
1000944,N,N,Y,N,N
1002187,Y,Y,Y,Y,N
1008483,Y,Y,N,Y,Y
1002874,Y,Y,Y,Y,N
1005302,Y,Y,N,Y,Y
1012146,Y,Y,N,Y,Y
1002241,N,N,N,N,N
1010203,Y,N,N,N,Y
1009643,Y,N,N,N,N
1003524,Y,N,N,N,N
1009159,Y,N,N,N,N
1009499,Y,N,N,N,N
1000561,N,N,N,N,N
1004401,Y,N,N,Y,N
1012379,Y,N,N,N,Y
1001261,Y,Y,Y,Y,Y
1001989,N,N,N,N,N
1000531,N,N,N,N,N
1004079,N,Y,Y,Y,Y
1003878,N,N,N,N,N
1007752,N,N,N,N,N
1001763,N,N,N,Y,Y
1007297,N,N,N,N,N
1001701,Y,N,N,N,N
1010226,Y,N,N,Y,Y
1007057,N,N,N,N,N
1002160,N,Y,N,Y,N
1018585,Y,Y,Y,Y,Y
1009284,Y,N,N,N,N
1001590,N,N,N,N,N
1000877,N,N,N,N,N
1001499,N,N,N,N,N
1000316,Y,Y,Y,Y,Y
1003596,N,N,N,N,N
1008409,N,Y,N,N,N
1009309,Y,N,N,N,N
1000886,Y,N,N,N,Y
1009755,N,N,N,N,N
1003015,N,N,N,N,N
1004972,N,N,N,N,N
1010704,Y,N,N,N,N
1011161,Y,N,N,N,Y
1000578,N,N,N,N,N
1003227,N,N,N,N,N
1004650,N,N,N,N,N
1012610,Y,N,N,N,N
1003966,N,N,N,N,N
1004360,N,N,N,N,N
1011307,Y,N,N,N,N
1000704,N,N,N,N,N
1011042,Y,Y,N,N,N
1006360,N,N,N,N,N
1006613,N,N,N,N,N
1001334,N,N,N,N,N
1002809,N,N,N,N,N
1009474,Y,N,N,N,N
1004177,N,N,N,N,N
1007218,N,N,N,N,N
1001485,N,N,N,N,N
1000067,Y,Y,Y,Y,Y
1005250,Y,N,N,Y,Y
1004051,N,N,N,N,N
1010123,Y,Y,Y,Y,Y
1000246,N,N,N,N,N
1018577,Y,N,N,Y,Y
1011386,Y,N,N,N,Y
1012712,Y,N,N,N,Y
1004302,N,N,N,Y,N
1000354,N,N,N,N,N
1008616,N,N,N,N,N
1003086,N,N,N,N,N
1005809,N,N,N,N,N
1010079,Y,N,N,N,N
1012088,Y,N,N,N,Y
1000921,N,N,N,N,N
1009000,N,N,N,N,N
1005719,Y,Y,N,Y,Y
1001680,N,Y,N,Y,N
1001681,N,Y,N,Y,N
1001234,N,N,N,N,N
1008416,Y,Y,Y,Y,Y
1005491,N,N,N,N,N
1004255,Y,N,N,N,Y
1008434,Y,N,N,N,Y
1008428,Y,N,N,N,Y
1002814,N,N,N,N,N
1009719,N,N,N,N,N
1017956,Y,N,Y,Y,Y
1004618,N,N,N,N,N
1010007,N,N,N,N,N
1000303,Y,N,N,N,N
1018182,Y,Y,Y,N,Y
1018272,Y,Y,N,Y,N
1010429,N,N,N,N,N
1003687,N,N,N,N,N
1004160,N,N,N,N,N
1018290,Y,Y,N,Y,Y
1008491,Y,N,N,N,N
1005502,Y,Y,N,Y,Y
1000157,N,N,N,N,N
1006460,Y,Y,Y,Y,N
1008493,Y,N,N,N,N
1007679,N,N,N,N,N
1006368,Y,Y,N,N,N
1011057,Y,N,N,N,N
1012758,Y,N,N,N,Y
1005940,Y,Y,Y,Y,Y
1005941,Y,Y,Y,Y,Y
1005943,Y,Y,Y,Y,Y
1007587,N,N,N,N,N
1000545,N,N,N,N,N
1002042,Y,Y,N,Y,N
1011036,Y,N,N,N,Y
1002915,N,N,N,N,N
1002106,Y,N,N,N,N
1004216,N,N,N,N,N
1008938,N,N,N,N,N
1007053,N,N,N,N,N
1000579,Y,Y,N,Y,N
1007374,Y,N,N,Y,N
1006482,N,N,N,N,N
1006181,N,N,N,N,N
1001837,N,Y,N,Y,N
1003497,N,N,N,N,N
1000406,Y,Y,Y,Y,Y
1011959,Y,Y,N,N,N
1005296,Y,Y,N,Y,Y
1000257,N,N,N,N,N
1007037,N,N,N,N,N
1006489,N,N,N,N,N
1002242,N,N,N,N,N
1008001,N,N,N,N,N
1018324,Y,Y,Y,Y,N
1018325,Y,Y,Y,Y,N
1004851,Y,Y,Y,N,N
1007681,N,N,N,N,N
1004198,Y,N,N,N,Y
1002473,N,N,N,N,N
1000893,N,N,N,N,N
1004721,Y,N,N,N,N
1004978,N,N,N,N,N
1002395,N,N,N,N,N
1007197,N,N,N,N,N
1009507,Y,N,N,N,N
1010564,Y,N,N,N,N
1004282,N,N,N,N,N
1006953,N,N,N,N,N
1018298,Y,N,N,N,N
1004202,Y,N,N,N,N
1011350,Y,Y,N,N,Y
1004533,N,N,N,N,N
1007411,N,N,N,N,N
1001923,N,N,N,N,N
1005686,N,N,N,N,N
1006871,N,N,N,N,N
1002048,N,Y,N,Y,N
1009203,Y,N,N,N,N
1000613,Y,N,N,Y,N
1004696,N,N,N,N,N
1012527,Y,Y,N,N,Y
1009428,Y,N,N,N,N
1006806,Y,N,N,N,N
1002596,N,N,N,N,N
1010192,N,N,N,N,N
1005812,N,N,N,N,N
1006670,Y,Y,N,N,Y
1006671,Y,Y,N,N,Y
1007401,N,N,N,N,N
1018381,Y,Y,N,Y,N
1006518,N,N,N,N,N
1003017,Y,N,N,N,Y
1001450,N,N,N,N,N
1001451,N,N,N,N,N
1008982,N,N,N,N,N
1018551,Y,N,Y,N,Y
1007566,N,N,N,N,N
1011266,Y,Y,Y,Y,N
1018117,Y,N,N,N,Y
1006930,N,N,N,N,N
1010876,Y,N,N,N,N
1009348,Y,N,N,N,N
1018338,Y,Y,N,N,Y
1001123,N,N,N,N,N
1000360,N,N,N,N,N
1000549,Y,N,N,Y,Y
1010330,N,N,N,N,N
1010561,Y,N,N,N,N
1002385,N,N,N,N,N
1010707,Y,N,N,N,N
1011903,Y,Y,Y,Y,Y
1002895,Y,Y,N,Y,Y
1004780,N,Y,N,Y,Y
1006877,N,N,N,N,N
1003498,N,N,N,N,N
1005901,N,N,N,N,N
1002808,Y,N,N,N,N
1001390,Y,N,N,N,Y
1010609,Y,Y,N,N,N
1001740,Y,N,Y,Y,Y
1018004,Y,Y,Y,Y,Y
1018163,Y,Y,Y,Y,Y
1018173,Y,Y,Y,Y,Y
1003957,N,N,N,N,N
1010390,Y,Y,N,N,Y
1009041,Y,N,N,N,Y
1009208,Y,N,N,N,N
1007224,N,N,N,N,N
1006392,N,N,N,N,N
1010515,Y,N,N,N,N
1002563,Y,Y,Y,N,Y
1012079,Y,N,Y,Y,N
1001359,N,N,N,N,N
1004677,N,N,N,N,N
1002594,Y,N,N,N,Y
1002595,Y,N,N,N,Y
1002525,N,N,N,N,N
1001896,Y,Y,Y,Y,Y
1002011,N,N,N,N,N
1007503,N,N,N,N,N
1007424,N,N,N,N,N
1006440,N,N,N,N,N
1009166,Y,N,N,N,N
1008764,Y,N,N,N,N
1003173,N,N,N,N,N
1000956,N,N,N,N,N
1000656,N,N,N,N,N
1001876,Y,N,Y,N,Y
1011528,Y,Y,N,Y,Y
1011495,Y,Y,N,Y,Y
1011387,Y,N,N,N,N
1002053,Y,Y,N,Y,N
1002054,Y,Y,N,Y,N
1017986,Y,Y,Y,Y,Y
1018685,Y,Y,N,Y,Y
1002316,Y,Y,Y,Y,Y
1008162,Y,Y,N,N,Y
1003470,Y,N,N,N,N
1001711,N,N,N,N,N
1002417,N,N,N,N,N
1003545,N,N,N,N,N
1001290,Y,Y,Y,N,Y
1006646,N,N,N,N,N
1006253,Y,N,N,N,N
1010977,Y,N,N,N,Y
1018007,Y,N,N,N,N
1001446,N,N,N,N,N
1000210,Y,N,N,N,Y
1009656,Y,N,N,N,Y
1009382,Y,N,N,N,N
1008496,N,N,N,N,N
1004166,Y,Y,N,Y,Y
1002375,N,N,N,N,N
1017981,Y,N,N,N,N
1018196,Y,Y,N,N,N
1016856,Y,N,N,N,Y
1016858,Y,N,N,N,Y
1016857,Y,N,N,N,Y
1011224,Y,Y,Y,Y,Y
1008316,Y,N,N,N,Y
1000068,Y,Y,Y,Y,Y
1006811,N,Y,Y,Y,N
1003006,N,N,N,N,N
1006705,Y,Y,N,Y,N
1005087,Y,Y,N,Y,N
1005830,N,Y,N,Y,N
1017964,Y,N,N,N,N
1018403,Y,Y,N,Y,Y
1007015,N,N,N,N,N
1010010,Y,Y,N,Y,N
1003996,Y,N,N,N,Y
1003893,Y,Y,Y,Y,Y
1006256,N,N,N,N,N
1002562,N,N,N,N,N
1000865,Y,Y,N,Y,N
1004424,N,N,N,N,N
1003218,N,N,N,N,N
1011003,Y,N,N,N,Y
1004237,N,N,N,N,N
1002940,Y,Y,N,N,N
1010964,Y,Y,N,Y,Y
1012754,Y,N,N,N,N
1006090,N,N,N,N,N
1009973,N,N,N,N,N
1003272,N,Y,Y,Y,Y
1012415,Y,Y,N,Y,Y
1001329,Y,N,N,N,N
1001331,Y,N,N,N,N
1001330,Y,N,N,N,N
1011616,Y,N,Y,Y,Y
1012132,Y,Y,Y,Y,Y
1002190,N,N,N,N,N
1009853,Y,N,N,N,Y
1001263,N,N,N,N,N
1010233,Y,Y,N,N,Y
1002010,N,N,N,N,N
1007154,N,N,N,N,N
1011785,Y,N,N,N,Y
1011343,Y,Y,N,N,Y
1005916,N,N,N,N,N
1001337,N,N,N,N,N
1001336,N,N,N,N,N
1002749,N,Y,N,Y,N
1000276,N,N,N,Y,N
1007317,Y,N,Y,Y,N
1006216,N,Y,N,Y,N
1009300,Y,N,N,N,N
1010773,Y,N,N,N,N
1004621,N,N,N,N,N
1007995,N,Y,N,N,N
1011548,Y,N,N,N,N
1003308,Y,Y,N,Y,N
1003244,N,N,N,N,N
1018320,Y,N,N,N,Y
1006204,N,N,N,N,N
1003204,N,N,N,N,N
1009865,N,Y,N,N,N
1012030,Y,Y,Y,Y,Y
1008705,N,Y,N,N,N
1002022,N,N,N,N,N
1008480,Y,N,N,N,N
1003198,N,N,N,N,N
1000809,N,N,N,N,N
1006825,N,N,N,N,N
1000197,Y,Y,N,N,Y
1003608,N,N,N,N,N
1006210,N,Y,N,Y,N
1007697,N,Y,Y,Y,N
1010400,Y,N,N,N,Y
1011235,Y,N,N,N,N
1006258,N,N,N,N,N
1009404,Y,N,N,N,N
1001788,N,N,N,N,N
1018277,Y,Y,Y,Y,Y
1004123,N,N,N,N,N
1006766,Y,Y,Y,Y,Y
1012194,Y,Y,Y,Y,Y
1009869,Y,N,N,N,Y
1012265,Y,N,N,Y,Y
1018228,Y,N,N,N,Y
1012476,Y,Y,N,Y,Y
1000158,Y,N,N,N,Y
1006999,N,N,N,N,N
1000982,N,N,N,N,N
1007004,Y,N,N,N,N
1007058,N,N,N,N,N
1005372,N,N,N,N,N
1000899,Y,N,N,N,N
1018190,Y,Y,N,Y,N
1001825,N,N,N,N,N
1001072,N,N,N,N,N
1009614,Y,N,N,N,N
1005779,Y,N,N,N,N
1003998,N,N,N,N,N
1010366,Y,N,N,N,N
1002944,N,N,N,N,N
1000834,N,N,N,N,N
1003013,N,N,N,N,N
1006920,N,N,N,N,N
1003462,N,N,N,N,N
1012309,Y,N,N,N,N
1012535,Y,N,N,N,N
1007442,N,N,N,N,N
1007244,N,N,N,N,N
1000088,Y,Y,Y,Y,Y
1001318,Y,Y,Y,Y,N
1003859,Y,N,N,N,N
1009650,Y,N,N,N,Y
1012666,Y,N,N,N,N
1003758,Y,N,N,N,Y
1004776,Y,Y,N,Y,N
1006387,N,N,N,N,N
1012808,Y,N,N,N,N
1009741,Y,N,N,N,N
1002978,N,N,N,N,N
1000103,Y,Y,Y,Y,Y
1008959,Y,N,N,N,Y
1002575,N,N,N,N,N
1003986,N,N,N,N,N
1009760,Y,Y,Y,Y,Y
1000236,Y,N,Y,N,Y
1018506,Y,Y,N,N,N
1005600,Y,Y,N,Y,Y
1018629,Y,Y,Y,Y,Y
1009400,Y,N,N,N,N
1005408,N,N,N,N,N
1009282,Y,N,N,N,N
1010975,Y,N,N,Y,Y
1004147,N,N,N,N,N
1004382,Y,Y,Y,Y,Y
1018221,Y,N,N,N,Y
1001222,N,N,N,N,N
1004834,N,Y,Y,Y,N
1005766,N,N,N,N,N
1007280,N,Y,N,Y,N
1003034,N,Y,N,Y,N
1003035,N,Y,N,Y,N
1003033,N,Y,N,Y,N
1010810,Y,N,N,N,N
1000868,Y,N,N,N,Y
1000368,Y,N,Y,Y,N
1004367,N,N,N,N,N
1018194,Y,Y,N,Y,Y
1018204,Y,Y,N,Y,Y
1004748,Y,N,N,N,Y
1018559,Y,Y,N,Y,Y
1001845,N,N,N,N,N
1003715,N,N,N,N,N
1007304,Y,Y,N,Y,N
1004976,N,N,N,N,N
1005902,N,N,N,N,N
1001500,N,N,N,N,N
1016849,Y,N,N,N,Y
1004112,N,N,N,N,N
1001981,Y,N,N,N,N
1005405,N,N,N,N,N
1001975,N,N,N,N,N
1001974,N,N,N,N,N
1004089,N,N,N,N,N
1012552,Y,N,N,N,N
1011769,Y,Y,Y,Y,N
1006230,Y,N,N,N,N
1003633,N,N,N,N,N
1009993,N,N,N,Y,N
1018027,Y,N,N,N,N
1000756,N,N,N,N,N
1006995,N,N,N,N,N
1008501,N,N,N,N,N
1005007,Y,N,N,Y,Y
1018385,Y,N,N,N,Y
1003039,N,N,N,N,N
1004064,N,N,N,N,N
1011595,Y,N,N,N,N
1006397,N,N,N,N,N
1007430,N,N,N,N,N
1001714,N,Y,N,Y,Y
1009841,Y,N,N,Y,N
1000265,Y,Y,N,Y,Y
1000264,Y,Y,N,Y,Y
1001949,N,N,N,N,N
1012106,Y,Y,N,Y,Y
1004409,N,N,N,N,N
1018548,Y,N,N,Y,Y
1012059,Y,N,N,Y,N
1012177,Y,Y,N,Y,N
1005035,Y,N,N,N,N
1001193,N,N,N,N,N
1001508,N,N,N,N,N
1000262,Y,Y,Y,Y,Y
1002243,N,N,N,N,N
1007270,N,N,N,N,N
1011390,Y,N,N,N,N
1008650,Y,N,N,N,Y
1008666,Y,N,N,N,Y
1008520,Y,N,N,N,N
1006612,N,N,N,N,N
1012748,Y,Y,N,Y,N
1011308,Y,N,N,N,N
1018404,Y,N,N,N,Y
1006445,N,N,N,N,N
1006446,N,N,N,N,N
1006109,N,N,N,N,N
1010419,N,Y,Y,Y,N
1007226,Y,Y,N,N,N
1011771,Y,N,N,N,Y
1006197,N,N,N,N,N
1010987,Y,N,N,N,N
1005184,N,Y,N,Y,N
1000988,N,N,N,N,N
1017973,Y,N,N,N,N
1005469,Y,Y,N,Y,Y
1006650,Y,N,N,N,N
1004055,Y,N,Y,N,Y
1012365,Y,Y,Y,Y,Y
1016899,Y,N,N,N,Y
1008846,Y,N,N,N,Y
1004447,N,Y,N,Y,Y
1001674,N,N,N,N,N
1003438,N,N,N,N,N
1008522,Y,N,N,N,N
1005792,N,N,N,N,N
1010708,Y,N,N,N,N
1006686,N,N,N,N,N
1001223,N,N,N,N,N
1001869,Y,Y,Y,N,N
1001005,N,N,N,N,N
1002293,N,N,N,N,Y
1006861,N,Y,Y,Y,Y
1007201,N,N,N,N,N
1007146,N,N,N,N,N
1003606,Y,N,N,N,N
1003892,Y,Y,Y,Y,Y
1002327,N,N,N,N,N
1005624,N,N,N,N,N
1005403,N,N,N,N,N
1017926,Y,N,N,N,N
1005687,N,N,N,N,N
1009750,Y,N,N,N,N
1002821,N,Y,N,N,N
1018367,Y,Y,N,Y,N
1003647,N,N,N,N,N
1012001,Y,N,N,N,Y
1003650,N,N,N,N,N
1001743,N,N,N,N,N
1001426,N,N,N,N,N
1009889,N,N,N,N,N
1006504,Y,Y,N,Y,N
1004723,Y,Y,Y,Y,N
1008921,Y,Y,Y,Y,Y
1005689,N,N,N,N,N
1000069,Y,Y,Y,Y,Y
1009476,Y,N,N,N,N
1004545,N,N,N,N,N
1009167,Y,N,N,N,N
1002148,N,N,N,N,N
1010752,Y,N,N,N,N
1001717,Y,N,N,N,N
1003695,N,N,N,N,N
1018188,Y,N,N,Y,N
1002493,N,N,N,N,N
1012749,Y,N,N,N,Y
1002514,N,N,N,N,N
1002739,Y,Y,N,Y,Y
1012115,Y,N,N,N,N
