FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,updateTime
1012296,DeForest Area Farmers' Market,http://www.vi.deforest.wi.us/index.asp?Type=B_BASIC&SEC={38A90127-1135-4F1B-99D2-5AC8EE5AF484},https://www.facebook.com/DeFoFarmersMarket/,,,,2016-07-07T09:55:46Z
1005914,Deitch's Frm Market,,,,,,2009-01-01T05:00:00Z
1001995,Dekalb County Farmers Market,,,,,,2009-01-01T05:00:00Z
1010030,DeKalb Farmers Market,http://dekalbcofarmersmarket.com,https://www.facebook.com/dekalbcofarmersmarket,,,,2014-04-24T10:20:05Z
1010240,DeKalb Farmers Market ,,https://www.facebook.com/DeKalbNYFarmersMarket,,,,2014-05-27T13:18:14Z
1011103,DeKalb Farmers' Market,http://www.downtowndekalb.org,https://www.facebook.com/dekalbfarmersmarket?ref=hl,https://twitter.com/FarmShopDeKalb,,,2015-05-01T11:07:46Z
1000038,Del Mar Farmers Market,,,,,,2009-01-01T05:00:00Z
1002536,Del Monte Farmers Markets at Del Monte Shopping Center,http://www.montereybayfarmers.org,https://www.facebook.com/pages/Monterey-Bay-Certified-Farmers-Markets/112446802152723,https://twitter.com/MBFarmersMarket,,www.edibleparadise.com,2014-03-31T17:47:48Z
1004841,Del Paso Heights Community CFM,,,,,,2013-06-30T15:44:55Z
1008571,Del Ray Farmers' Market,http://delrayfarmersmarket.com/,https://www.facebook.com/pages/Del-Ray-Farmers-Market/141370742562263,https://twitter.com/DelRayFarmMkt,,,2013-06-26T15:01:27Z
1006343,Delafield Farmes Market,,,,,,2009-01-01T05:00:00Z
1008057,Delano Community Farmers Market,http://www.historicdelano.com/market,https://www.facebook.com/DelanoMarket,,,,2014-04-14T13:27:44Z
1002829,Delano Farmers Market,,,,,,2009-01-01T05:00:00Z
1000998,Delano Farmers Market,,,,,,2009-01-01T05:00:00Z
1005210,Delavan Fresh Market,,https://www.facebook.com/pages/Delavan-Fresh-Market/137861759574760?ref=hl,,,,2014-05-12T15:12:58Z
1003691,Delaware Area Neighborhood Farmers Market,,,,,,2009-01-01T05:00:00Z
1010264,Delaware Avenue Farmers' Market,http://delawareave.wordpress.com/,https://www.facebook.com/pages/Delaware-Avenue-Farmers-Market/253512674785530,,,,2014-06-01T13:00:11Z
1011731,Delaware Bounty,http://www.delawarebounty.com,https://www.facebook.com/Delaware-Bounty-Fresh-Local-Food-726223644139439,,,,2015-11-13T11:53:57Z
1002719,Delaware County Farmers Market,http://www.delawarecountyfair.com,,,,,2009-01-01T05:00:00Z
1001002,Delaware Valley College Farmers Market,http://www.delawarevalleycollege.com,,,,,2009-01-01T05:00:00Z
1018416,Delcambre Seafood & Farmers Market,http://www.DelcambreMarket.org,DelcambreMarket,@DelcambreMarket, Delcambre Seafood and Farmers Market,,2017-06-26T15:45:48Z
1001356,Delhi Farmers Market,,,,,,2014-05-23T10:34:48Z
1011285,Delmar Farmers Market,http://delmarmarket.org,https://www.facebook.com/SaturdayDelmarFarmersMarket?ref=hl,@DelmarFarmerMkt,,,6/27/2016 12:58:51 PM
1002914,Delray Green Market,http://www.delraygreenmarket.com,www.facebook.com/DelrayGreenMarket,https://twitter.com/DelrayGreenMrkt ,,www.delraygreenmarketwordpress.com,2013-06-17T16:02:46Z
1009389,Delta Farmer's Market ,,https://www.facebook.com/deltafarmermarket,,,,2013-01-01T05:00:00Z
1011747,Delta Regional Mule Train Market & Museum,,,,,,2015-12-16T11:45:22Z
1001062,Deltaville Farmers Market,http://www.deltavilleva.com/MuseumPark/FarmersMarket.aspx,,,,,2011-01-01T05:00:00Z
1005891,Demopolis Farmers Market,,,,,,2009-01-01T05:00:00Z
1001904,Denali Farmers Market,,,,,,2009-01-01T05:00:00Z
1003126,Denio's Farmers Market,http://www.deniosmarket.com,https://www.facebook.com/Denios,,,,2014-03-16T09:32:00Z
1002830,Denison Farmers Market,http://www.dloftus@cdcia.org,,,,,2009-01-01T05:00:00Z
1009013,Denton Community Market,http://www.dentonmarket.org,https://www.facebook.com/DentonCommunityMarket,https://twitter.com/DentonMarket,,http://instagram.com/communitymarket,2015-07-28T11:04:06Z
1002512,Denton Main Street Farmers' Market,http://www.downtowndenton.com,,,,,2012-05-08T09:25:06Z
1007588,Denton St. Luke's Farmers' Market,,,,,,2011-08-08T11:39:15Z
1004069,Denver Urban Homesteading Farmers Market,http://www.denverurbanhomesteading.com,,,,,2014-05-20T13:00:27Z
1004366,Denville Farmers Market,http://www.denvillefarmersmarket.com,https://www.facebook.com/pages/Denville-Farmers-Market/125676414129318,,,,2015-03-20T19:12:47Z
1007219,DePere Market at Festival Foods,,,,,,2011-01-01T05:00:00Z
1018510,Deposit Farmers' Market,https://ccedelaware.org/,,,,,2017-07-03T11:50:59Z
1009667,Depot Park Market,http://www.depotparkmarket.org,https://www.facebook.com/depotparkmarket,https://twitter.com/depotparkmarket,,,3/21/2014 12:24:38 PM
1011827,Depot Street Farmers Market,http://www.depotstreetfarmersmarket.com,https://www.facebook.com/depotstreetfarmersmarket/,,,,2016-07-07T16:52:44Z
1006900,DeRidder Farmers Market,,,,,,2011-01-01T05:00:00Z
1017993,Derry Homegrown Farm & Artisan Market ,,http://www.facebook.com/derryhomegrown,,,http://www.instagram.com/derryhomegrown,2017-05-15T11:09:58Z
1007255,Des Moines Waterfront Farmers Market,http://www.DMFM.org,https://www.facebook.com/pages/Des-Moines-Waterfront-Farmers-Market/112845878735116?ref=hl,,,,4/22/2014 12:29:29 PM
1012122,Desoto Community Farmers Market,,https://www.facebook.com/DCFM62924/,,,,6/30/2016 12:59:32 PM
1000917,DeSoto Farmers' Market,,,,,,6/10/2013 12:40:45 PM
1011529,DeSoto's Indoor Farmers' Market,,,,,,2015-07-27T11:37:26Z
1005374,Devils Lake Community Market,http://www.devilslakecommunitymarket.netfirms.com,,,,,2009-01-01T05:00:00Z
1009423,Devon Community Market ,http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmers_market3.html,https://www.facebook.com/pages/Chicago-Farmers-Markets/19988198547?sid=4c2c43d8cfa7095a22e0d9f9c19d26c3&ref=search,,,,2013-01-01T05:00:00Z
1006732,Dewey Humboldt Farmers Market,,,,,,2009-01-01T05:00:00Z
1012167,Dewey Square Farmers Market,https://bostonpublicmarket.org/,https://www.facebook.com/BostonPublicMarket,BosPublicMarket,,Instagram - @BostonPublicMarket,2016-07-01T09:07:31Z
1005910,Dewitt Farmers Market,http://www.dewittfarmersmarket.com/,,,,,Jul 6 2010 12:46PM
1007399,DeWitt Farmers Market,,,,,,2009-01-01T05:00:00Z
1003628,Dexter Farmers Market,http://www.dextermi.gov,,,,,2014-03-31T15:50:16Z
1016879,Dexter Farmers' Market,,Dexter Farmers' Market,,,,2017-03-14T11:43:33Z
1007704,Dexter Lake Farmers Market,http://www.DexterLakeFarmersMarket.org,,,,,2011-01-01T05:00:00Z
1002740,Diablo Valley Certified Farmers' Market,http://www.cafarmersmkts.com/markets/category/diablo-valley,https://www.Facebook.com/DVFarmersMkt,https://twitter.com/,,http://www.pinterest.com/cafarmersmkts/,2016-07-20T17:29:17Z
1006035,Diamond Bar Farmers Market,http://www.farmernet.com,,,,,2009-01-01T05:00:00Z
1008546,Dickinson Square Farmers' Market,http://www.farmtocity.org/FarmersMarkets.asp,https://www.facebook.com/DSPFarmersMarket/?fref=ts,https://twitter.com/FarmtoCity,,,6/29/2016 12:51:33 PM
1010066,Dickson County Farmers Market,http://www.dicksoncountyfarmersmarket.com/,https://www.facebook.com/dicksonfarmersmarket/,,,,2016-07-08T19:18:44Z
1004146,Dietrich's Farm Market,,,,,,2009-01-01T05:00:00Z
2000002,Dig It!,http://www.thresholdpa.org,,,,,2013-01-01T05:00:00Z
1002348,Dillingham Farmers Market,,,,,,2009-01-01T05:00:00Z
1010129,Dillon Farmers Market,http://www.dillonfarmersmarket.blogspot.com,https://www.facebook.com/dillon-farmers-market,,,,2014-05-12T20:58:14Z
1001118,Dillon Farmers' Market,,https://www.facebook.com/pages/Pulaski-County-Farmers-Market/126926763989161,,,,4/6/2011 12:05:18 PM
1018489,Dillsboro Farmers Market,,https://www.facebook.com/Dillsboro-Farmers-Market-1682514815354955/,,,,2017-06-30T09:30:18Z
1016869,Dillsburg Farmers' Market,http://dillsburgfarmersma.wixsite.com/dbgfarmersmarket,https://www.facebook.com/DillsburgFarmersMarket/,https://twitter.com/dbgfarmers,https://www.youtube.com/channel/UCut3qwS3znzDQ63WGVMnQ0A,https://www.instagram.com/dbgfarmers/,2017-03-07T14:35:18Z
1001815,Dimondale Farmers' Market,http://www.villageofdimondale.org,https://www.facebook.com/pages/Dimondale-Farmers-Market/59619558738,,,Facebook,2015-04-02T17:22:55Z
1001225,Dinsmore Farmers Market,,,,,,2009-01-01T05:00:00Z
1005161,Dinuba Farmers Market,,,,,,2009-01-01T05:00:00Z
1004099,Discover Sycamore's Farmers Market,http://www.sycamorechamber.com,,,,,2009-01-01T05:00:00Z
1004814,Divide Farm Exchange,,,,,,2011-01-01T05:00:00Z
1011426,Divisadero Certified Farmers' Market,http://pcfma.org,facebook.com/DivisaderoFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma,7/20/2015 12:34:26 PM
1006582,Divisidero Certified Farmers' Market,http://www.pcfma.com/market_home.php?market_id=63,,,,,2012-06-13T13:07:18Z
1002504,Division Street Chicago Farmers Market,,,,,,2009-01-01T05:00:00Z
1004217,Dixboro Farmers' Market,http://www.dixborofarmersmarket.org,https://www.facebook.com/pages/Dixboro-Farmers-Market/372563842791981,,,,2016-06-29T07:02:12Z
1003376,Dixie Lee Farmers Market,http://www.dixieleefarmersmarket.com/,https://www.facebook.com/dixieleefarmersmarket,,,,2014-03-24T21:57:20Z
1004778,Dixon Farmers' Market,http://www.dixonfarmersmarket.com,https://www.facebook.com/DixonFarmersMarket,,,http://farmersmarketsnm.org/,2014-05-21T11:32:52Z
1001935,Dixon Park District Farmers Market,http://www.dixonparks.com,,,,,6/5/2012 12:17:26 PM
1009316,DLB Law Market in the Park ,http://www.washingtonpark.org/event/farmers-market-2/2013-07-15/,,,,,2013-01-01T05:00:00Z
1004459,DNR Farmers' Market,http://www.aaedc.org,https://www.facebook.com/pages/Dnr-Farmers-Market/558261570903806,,,,2014-04-01T07:35:13Z
1010026,Dobson Farmers Market,,https://www.facebook.com/pages/Surry-County-Farmers-Market/,,,,2016-06-28T06:43:30Z
1000920,Doddridge County FFA Farmers Market,,,,,,2009-01-01T05:00:00Z
1006185,Dodge City Farmers Market,,,,,,2009-01-01T05:00:00Z
1018177,Dodgeville Farmers Market,,,,,,2017-06-20T14:31:07Z
1012333,Dogtown Farmers Market,http://dogtownfarmersmarket.com,dogtownfarmersmarketNLR,,,,2016-07-07T16:52:24Z
1000417,Doherty High School Farmers Market,,,,,,2011-01-01T05:00:00Z
1005692,Dolgeville Farmer's Market,http://farmmarket.herkimerhealthnet.com/dolgeville.html,Dolgville Farmers Market,,,,2014-05-12T13:21:35Z
1007017,Doña Ana Farmers' Market,,,,,,2009-01-01T05:00:00Z
1000635,Donnellson Farmers Market,,,,,,2009-01-01T05:00:00Z
1008532,Dora Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=318,,,,,2013-06-26T10:47:20Z
1003991,Dorchester Fields Corner Farmers Market,,,,,,4/30/2012 12:16:21 PM
1010285,Dorchester Winter Farmers' Market,http://www.dotcomcoop.wordpress.com,https://www.facebook.com/DorchesterWinterFarmersMarket,https://twitter.com/dotcommcoop,,,2014-06-03T16:47:00Z
1006484,Dorchester/Dorchester House Farmers Market,http://www.dorchesterhouse.org,,,,,5/19/2014 12:06:24 PM
1006972,Dorchester/Grove Hall,,,,,,2011-01-01T05:00:00Z
1012301,Douglas Farmers Market,http://www.douglasfarmersmarket.org,https://www.facebook.com/douglasfarmers/?fref=ts,,,https://www.pinterest.com/dfmdouglas/pins/follow/?guid=sBaF_fjNueeh,2016-07-07T10:46:38Z
1000300,Douglass Farmers' Market,http://www.douglassfarmersmarket.wordpress.com,https://www.facebook.com/pages/Fair-Food-Matters/113123338709080,https://twitter.com/FFMKzoo,,,2014-03-14T16:05:51Z
1010834,Douglass Loop Farmers' Market,http://www.douglassloopfarmersmarket.com,www.facebook.com/douglassloopfarmersmarket,,,,2015-02-20T18:11:27Z
1010893,Douglasville Farmers and Artisans Market,,https://www.facebook.com/DouglasvilleFarmersAndArtisansMarket,,,,2015-03-06T17:57:53Z
1003046,Dousman Farmers Market,http://www.dousmanchamber.org/farmers_market.html,https://www.facebook.com/DousmanFarmersMarket,,,,2016-06-30T10:24:42Z
1011289,Dover Cove Farmers' Market,,https://www.facebook.com/DoverCoveFarmersMarket?fref=ts,,,,2015-06-29T16:29:56Z
1009829,Dover Farmers' Market,http://www.seacoastgrowers.org,https://www.facebook.com/Market03820,https://twitter.com/market03820,,,2015-03-31T16:41:41Z
1016793,Down to Earth Mamaroneck Winter Farmers Market,http://www.downtoearthmarkets.com,https://www.facebook.com/downtoearthmarketsmamaroneck/,https://twitter.com/DowntoEarthMkts,,https://www.instagram.com/downtoearthmkts,2017-01-06T14:30:11Z
1010972,Down to Earth Morningside Park Farmers Market,http://www.downtoearthmarkets.com,https://www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,,https://instagram.com/downtoearthmkts/,2017-03-03T14:39:31Z
1016792,Down to Earth Ossining Winter Farmers Market,http://www.downtoearthmarkets.com,https://www.facebook.com/ossiningfarmersmarket/,https://twitter.com/DowntoEarthMkts,,https://www.instagram.com/downtoearthmkts,2017-01-06T14:22:46Z
1009895,Down to Earth Park Slope Farmers Market,http://www.downtoearthmarkets.com,https://www.facebook.com/parkslopefarmersmarket/,https://twitter.com/DowntoEarthMkts,,https://www.instagram.com/downtoearthmkts,3/3/2017 12:45:45 PM
1010961,Down to Earth Piermont Farmers Market,http://DowntoEarthMarkets.com,www.facebook.com/DowntoEarthMarkets,twitter.com/DowntoEarthMkts,,instagram.com/downtoearthmkts/,2017-02-02T16:31:38Z
1006655,Downey CFM,,,,,,2011-01-01T05:00:00Z
1016867,Downingtown Farmers Market,http://growingrootspartners.com,https://www.facebook.com/DowningtownFarmersMarket/,,,Instagram:  downingtownfm,2017-03-06T15:42:55Z
1010809,Downs Village Market,,,,,,2015-02-08T15:32:08Z
1009391,Downtown 3RD Farmers Market,,https://www.facebook.com/Downtown3rdFarmersMarket,,,,2013-01-01T05:00:00Z
1000570,Downtown Albany Farmers Market,,,,,,2009-01-01T05:00:00Z
1009043,Downtown Allen Park Farmers Market,http://www.allenparkdowntown.com,https://www.facebook.com/allenpark.dda?sk=wall,,,,2015-03-31T13:14:12Z
1006153,Downtown Amory Farmers Market,,,,,,2009-01-01T05:00:00Z
1010455,Downtown Anaheim Certified Farmers Market,http://www.anaheimfarmersmarkets.com,https://www.facebook.com/AnaheimFarmersMarket,twitter.com/downtownanaheim,,instagram.com/downtownanaheim,2016-07-05T20:02:31Z
1000432,Downtown Appleton Indoor Winter Farm Market,http://www.appletondowntown.org,https://www.facebook.com/downtownappletonfarmmarket,,,,2016-08-29T16:43:21Z
1008815,Downtown Arlington Farmers Market,http://WWW.downtownarlingtonfarmersmarket.com,https://www.facebook.com/downtownarlingtonfarmersmarket,,,,2013-07-02T18:24:38Z
1009355,Downtown Ashtabula Farmers' Market ,http://www.localharvest.org/downtown-ashtabula-farmers-market-M59118,,,,,2013-01-01T05:00:00Z
1000439,Downtown Batavia Public Market,http://www.downtownbataviany.com,,,,,2010-04-16T10:06:00Z
1004124,Downtown Bay City Farmers Market,http://www.downtownbaycityfarmersmarket.org,https://www.facebook.com/pages/Downtown-Bay-City-Farmers-Market/200900103265896,,,,2015-03-30T09:34:41Z
1005160,Downtown Beaufort Farmers Market,,https://www.facebook.com/Downtownbftfarmersmarket/?fref=ts,,,,2016-06-28T08:35:08Z
1012298,Downtown Bedford Farmers Market,http://www.downtownbedford.com,https://www.facebook.com/DowntownBedford/?fref=ts,,,,2016-07-07T10:17:49Z
1003643,Downtown Beloit Farmer's Market,http://www.downtownbeloit.com,https://www.facebook.com/BeloitFarmersMarket?ref=hl,,,,6/29/2016 12:50:50 PM
1001026,Downtown Berkeley Farmers' Market,http://ecologycenter.org/fm,,https://twitter.com/ecbfm,,,2016-06-27T13:48:35Z
1009172,Downtown Big Rapids Farmers Market ,,https://www.facebook.com/pages/Downtown-Big-Rapids-Farmers-Market/152427584813743,,,,2013-01-01T05:00:00Z
1000288,Downtown Binghamton Farmers Market,http://www.binghamtonfarmersmarket.com,https://www.facebook.com/BinghamtonFarmersMarket,,,,2011-01-01T05:00:00Z
1018232,Downtown Bloomington Association Farmers Market,http://downtownbloomington.org/farmers-market/,https://www.facebook.com/DBAFarmersMarket/,@DB Farmers' Market,,@dba_bloomil,2017-06-20T17:10:35Z
1018236,Downtown Bloomington Farmers Market- Indoor,http://downtownbloomington.org/farmers-market/,https://www.facebook.com/DBAFarmersMarket/,@DB Farmers' Market,,@dba_bloomil,2017-06-20T17:17:55Z
1004524,Downtown Bowling Green Farmer's Market,http://www.downtownbgohio.org/farmersmarket,,,,,2014-05-23T01:04:17Z
1009176,Downtown Buda Farmers Market ,,https://www.facebook.com/dbfma,,,,2013-01-01T05:00:00Z
1004276,Downtown Buffalo Country Market,http://www.buffaloplace.com,,,,,2012-04-26T15:14:26Z
1000769,Downtown Burlington Farmers Market,http://www.burlingtonwifarmersmarket.com,,,,,2013-06-24T16:14:36Z
1006427,Downtown Chico Thursday Night Market,http://www.downtownchico.com/events/dcbaevents/tnm,,,,,2014-04-15T13:18:42Z
1001410,Downtown City Market,http://www.dsfair.com,,,,,2009-01-01T05:00:00Z
1005013,Downtown Clearfield Farmers Market,http://www.clearfieldcity.org,,,,,2010-05-12T19:04:00Z
1008507,Downtown Clearwater  Farmers Market,http://www.downtownclearwaterfarmersmarket.com,https://www.facebook.com/CWFarmersMarket,,,,2013-06-25T19:40:17Z
1000589,Downtown Clermont Farmer's Market,http://www.clermontdowntownpartnership.org,,,,,2013-06-11T15:18:35Z
1010837,Downtown Cleveland Farmers Market,http://www.downtownclevelandmarket.org/,https://www.facebook.com/downtownclevelandmarket?ref=tn_tnmn,https://twitter.com/DFMPublicSquare,,https://instagram.com/downtownclemarket/,2015-02-23T13:52:29Z
1005112,Downtown Columbus Farmers Market,,,,,,2011-05-04T16:37:28Z
1007589,Downtown Cumberland,,,,,,2011-08-09T10:41:04Z
1012519,Downtown Dalton Farmers Market,http://www.downtowndalton.com,Downtown Dalton Farmers Market,,,,2016-07-13T10:31:13Z
1002641,Downtown Danville Farmers Market,http://www.downtowndanville.org,https://www.facebook.com/DanvilleFM,https://twitter.com/DanvilleFM,,,2014-05-19T15:26:22Z
1000841,Downtown Denison Farmers Market,http://www.downtowndenisonfarmersmarket.com,https://www.facebook.com/denison.farmermarket?fref=ts,,,Downtown Denison Farmers Market (FaceBook business page),2014-04-21T15:20:25Z
1001616,Downtown Downers Grove Market,http://www.indianboundaryymca.org/downtownmarket,,,,,6/10/2013 12:30:30 PM
1012192,Downtown El Cajon Farmers Market,,https://www.facebook.com/DowntownElCajonFarmersMarket/,,,,2016-07-01T15:03:19Z
1003413,Downtown Elgin Harvest Market,http://www.elginharvestmarket.com,https://www.facebook.com/ElginHarvestMarket,,,,2016-06-28T09:45:19Z
1010769,Downtown Evanston Farmers' Market,http://cityofevanston.org,Evanston farmers markets,,,,2015-01-12T11:48:51Z
1008853,DOWNTOWN EVANSVILLE FARMERS MARKET,http://www.downtownevansvillefarmersmarket.com,https://www.facebook.com/VanderburghCountyFarmBureauFarmersMarket,,,,2014-03-31T16:21:20Z
1004470,Downtown Farmerington Farmers Market,http://www.ci.farmington.mn.us,,,,,2009-01-01T05:00:00Z
1000140,Downtown Farmers and Produce Market,http://www.tallahasseedowntown.com,,,,,2011-01-01T05:00:00Z
1001931,Downtown Farmers Market,,,,,,2012-01-22T19:35:16Z
1002400,Downtown Farmers Market,http://www.murraymainstreet.org,https://www.facebook.com/satmarket,https://twitter.com/murraymainst,,,2016-06-27T16:09:59Z
1010080,Downtown Farmers Market,http://downtownwallawalla.com/downtownfarmersmarket/,Downtown Farmers Market,,,,2014-08-06T11:18:40Z
1002635,Downtown Farmers Market,,,,,,2010-04-30T15:43:00Z
1006820,Downtown Farmers Market  sponsored by West Liberty Chamber of Commerce,http://www.westlibertyiowa.com,https://www.facebook.com/westlibertydowntownfm/,,,,2016-07-18T14:50:51Z
1002946,Downtown Farmers Market - Racine,,,,,,2010-04-15T16:15:00Z
1000039,Downtown Farmers Market Arts & Crafts Mercado,,,,,,2009-01-01T05:00:00Z
1016894,Downtown Farmers Market at Ancestor Square,http://www.farmersmarketdowntown.com,https://www.facebook.com/downtownfarmersmarketstgeorge,,,,2017-04-03T15:29:52Z
1002184,Downtown Farmers Market at Riverside,http://www.riversideca.gov/arts/farmers-market.asp,https://www.facebook.com/DowntownFarmersMarketRiverside?fref=ts,,,,2013-06-26T17:17:02Z
1004902,Downtown Farmers Market I,,,,,,2009-01-01T05:00:00Z
1001987,Downtown Farmers Market I,,,,,,2009-01-01T05:00:00Z
1004901,Downtown Farmers Market II,,,,,,2009-01-01T05:00:00Z
1006931,Downtown Farmers Market II,,,,,,2009-01-01T05:00:00Z
1004900,Downtown Farmers Market III,,,,,,2009-01-01T05:00:00Z
1010854,Downtown Farmers' Market,http://www.downtownduluth.com,Greater Downtown Council,GDCduluth,,,2015-02-25T10:54:01Z
1012608,Downtown Farmers' Market - Des Moines,http://www.desmoinesfarmersmarket.com/,https://www.facebook.com/DowntownFarmersMarket/,https://twitter.com/DTFarmersMarket,https://www.youtube.com/user/Downtown50309,,2016-07-14T15:38:01Z
1006081,"Downtown Farmers' Market of Fort Pierce, Inc.",http://www.fortpiercefarmersmarket.com/,https://www.facebook.com/pages/Fort-Pierce-Farmers-Market/298599473536315,,,,2014-04-22T21:16:13Z
1011952,Downtown Farmers' Market Victoria,http://Downtownfarmersmarketvictoria.org,VictoriaDowntownFarmersMarket,VictoriaDTFM,,IG: VictoriaDTFM,2016-07-08T11:08:14Z
1002706,Downtown Festival Market,,,,,,2009-01-01T05:00:00Z
1012243,Downtown Fond du Lac Farmers Market - Saturday,http://www.downtownfdl.com/farmers-market.html,https://www.facebook.com/FondDuLacFarmersMarket/,,https://www.youtube.com/channel/UCA4zODGpao80RPD27BFfPzA,https://www.instagram.com/downtownfdl/,2016-12-16T09:31:43Z
1012256,Downtown Fond du Lac Farmers Market - Wednesday,http://www.downtownfdl.com/farmers-market.html,https://www.facebook.com/FondDuLacFarmersMarket/,,https://www.youtube.com/channel/UCA4zODGpao80RPD27BFfPzA,https://www.instagram.com/downtownfdl/,2016-12-16T09:34:49Z
1016834,Downtown Forney Artisan & Farmers Market,http://www.downtownforneymarket.com,https://www.facebook.com/DowntownForneyArtisanandFarmersMarket/,https://twitter.com/Forney2ndSat,,,2017-02-15T14:01:53Z
1005420,Downtown Gainesville Market On The Square,http://www.hallfarmers.org,https://www.facebook.com/hallfarmers,,,,2014-04-01T10:14:02Z
1004884,Downtown Gaylord Farmers Market,,https://www.facebook.com/DowntownGaylordFarmersMarket,,,,2015-03-20T08:20:34Z
1010525,Downtown Green Bay Farmers Market,http://www.downtowngreenbay.com,Downtown Green Bay,@downtownGB,DowntownGreenBay,,2017-06-21T15:43:38Z
1008125,Downtown Greenville Farmers Market,http://downtowngreenville.org/who-we-are-2/programs-and-initiatives/,https://www.facebook.com/greenvillefarmersmarket,https://twitter.com/GvilleFarMarket,https://www.youtube.com/user/GvilleFarMarket,http://instagram.com/gvillefarmarket,2015-04-28T13:35:04Z
1000453,Downtown Hampton Farmers Market,http://www.downtownhampton.com/farmersmarket/,,,,,2013-07-10T13:52:24Z
1009235,Downtown Hays Market ,,https://www.facebook.com/DowntownHaysMarket,,,,2013-01-01T05:00:00Z
1012292,Downtown Henderson Farmers Market,http://hendersonfarmersmarketnv.com,https://www.facebook.com/Henderson-Farmers-Market-Nevada-591107304365347/,,,,2016-07-07T09:20:16Z
1008778,Downtown Hickory Farmers Market,http://www.hickoryfarmersmarket.com,,,,,2013-06-28T15:19:54Z
1001128,"Downtown Houma Farmers, Fishermen and Artisans Market",,,,,,2012-05-17T09:52:59Z
1007294,Downtown Indiana Farmers Market,,,,,,2009-01-01T05:00:00Z
1003252,Downtown Jackson Grand River Farmers Market,http://www.jacksondda.org,www.facebook.com/downtownjacksonmi,,,,2013-06-11T15:00:03Z
1008690,Downtown Jamestown Farmers Market,http://www.jamestownrenaissance.org,https://www.facebook.com/DowntownJamestownFarmersMarket,,,,3/19/2015 12:46:40 PM
1003282,Downtown Johnstown Farmer's Market,http://www.cityofjohnstownpa.net,,,,,2012-05-01T08:53:46Z
1008415,Downtown Kaukauna Farmer's Market,http://www.cityofkaukauna.com/departments/farmers-market,https://www.facebook.com/pages/Downtown-Kaukauna-Farmer-Market/157106097678954,,,,2014-04-01T15:54:08Z
1006656,Downtown La CFM,,,,,,2011-01-01T05:00:00Z
1001809,Downtown Laramie Farmer's market,http://www.farmersmarketlaramie.com/,,,,,2012-09-07T20:17:29Z
1009182,Downtown LaSalle Canal Market ,,https://www.facebook.com/DowntownLaSalleCanalMarket,,,,2013-01-01T05:00:00Z
1003020,Downtown Laurel Farmers Market,http://www.laurelmainstreet.com,,,,,2012-05-07T11:48:15Z
1006384,Downtown Lee's Summit Farmers Market,http://www.downtownls.org,https://www.facebook.com/downtownlsfarmersmarket,,,,2014-04-01T13:46:54Z
1007038,DOWNTOWN LIMA FARMERS' MARKET,,,,,,2011-01-01T05:00:00Z
1001047,Downtown Lincoln Farmers Market,http://www.Salleorchards.com,salle orchards,,,,2015-03-31T15:41:36Z
1009757,Downtown Madison Farmers Market,http://www.madisonthecity.com,,,,,4/4/2014 12:54:48 PM
1003030,Downtown Manhattan Farmers Market Inc. I,,,,,,2010-05-12T19:30:00Z
1003031,Downtown Manhattan Farmers Market Inc. II,,,,,,2009-01-01T05:00:00Z
1010225,Downtown Market Grand Rapids,http://downtownmarketgr.com/,https://www.facebook.com/DowntownMarket,https://twitter.com/dtmarketgr,,,2014-05-23T14:47:36Z
1009372,Downtown MarketPlace,http://www.downtownmarket.com/,,,,,2013-01-01T05:00:00Z
1010780,Downtown Marquette Farmers Market,http://www.mqtfarmersmarket.com,www.facebook.com/downtownmarquettefarmersartistsmarket,,,,2/7/2017 12:45:20 PM
1011040,Downtown McPherson Farmers Market,,,,,,2015-04-15T17:21:53Z
1011155,Downtown Mead Farmers' Market,,https://www.facebook.com/pages/Downtown-Mead-Farmers-Market/869282329791286,,,,2017-02-26T18:00:03Z
1004635,Downtown Melbourne Farmers Market,http://www.tcsfoods.com,,,,,2012-04-26T14:55:13Z
1001301,Downtown Middleton Farmers' Market,http://www.downtownmiddleton.com/farmers_market,,,,,2013-06-17T20:26:53Z
1002546,Downtown Middletown Farmers' Market,http://www.middletownbid.org,,,,,2014-03-17T10:35:32Z
1003977,Downtown Newport Farmers Market,,,,,,2014-03-31T15:50:39Z
1018621,Downtown Novato Community Farmers Market,http://www.communityfarmersmarkets.com,https://www.facebook.com/DowntownNovatoCommunityFarmersMarket/,,,Instagram communitymarkets,2017-07-08T11:28:56Z
1009415,Downtown Owosso Farmers Market ,,https://www.facebook.com/DowntownOwossoFarmersMarket,,,,2013-01-01T05:00:00Z
1000070,Downtown PATH Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,2013-07-23T16:00:24Z
1005804,Downtown Petoskey Farmers Market,http://www.petoskey.com,https://www.facebook.com/chamberpetoskey,https://twitter.com/PetoskeyChamber,,http://instagram.com/petoskeychamber/,2014-04-01T08:11:30Z
